Record ID,First Name,Last Name,Phone Number,Job Title,Contact owner,Number of Employees,Company Name,Industry,Country/Region,City,State/Region,Website URL,Associated Company,Legal basis for processing contact's data,Became a Marketing Qualified Lead Date
51000751,Nadia,De la Fontaine,+33512054647,CTO,lea.bonnet@agence.fr,120,Atelier Nord,FINANCIAL_SERVICES,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,,2026-03-01
51000757,Inès,Petit,+33216309001,CTO,lea.bonnet@agence.fr,120,Verso,MARKETING_AND_ADVERTISING,France,Lyon,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2020-06-17
51000759,Inès,Fontaine,+33763379223,CTO,karim.haddad@agence.fr,120,Sablier,FINANCIAL_SERVICES,France,Rennes,,https://www.sablier.fr/accueil,Sablier,Consent,2025-05-23
51000760,Amina,Nguyen,+33716772696,Directeur,karim.haddad@agence.fr,120,Roseau Paysage,FINANCIAL_SERVICES,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,,2023-11-10
51000762,Thomas,Van Damme,+33693170695,CTO,,120,Atelier Nord,RETAIL,France,Paris,,https://www.ateliernord.fr/accueil,Atelier Nord,,2021-03-13
51000764,Nadia,Perrin,+33184724264,Responsable achats,lea.bonnet@agence.fr,500,Verso,COMPUTER_SOFTWARE,France,Lyon,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2025-11-25
51000766,Marc,Moreau,+33705248088,Directeur,karim.haddad@agence.fr,120,Verso,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2024-05-14
51000769,Rémi,Petit,+33445057303,Chargé de projet,,12,Atelier Nord,CONSTRUCTION,France,Nantes,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2021-11-02
51000772,Victor,Chevalier,+33685076597,CTO,lea.bonnet@agence.fr,5,Menhir Data,FINANCIAL_SERVICES,France,Lille,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2026-03-09
51000775,Nadia,Roux,+33411759574,CTO,lea.bonnet@agence.fr,12,Kaolin,FINANCIAL_SERVICES,France,Lille,,https://www.kaolin.fr/accueil,Kaolin,Consent,2024-08-09
51000778,Sophie,De la Fontaine,+33143776936,Chargé de projet,karim.haddad@agence.fr,12,Kaolin,CONSTRUCTION,France,Lyon,,https://www.kaolin.fr/accueil,Kaolin,Consent,2026-02-13
51000779,Claire,Blanc,+33110286712,Directeur,karim.haddad@agence.fr,12,Lorette & Fils,CONSTRUCTION,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2025-07-14
51000780,Hugo,Blanc,+33351091090,Responsable achats,,40,Sablier,FINANCIAL_SERVICES,France,Marseille,,https://www.sablier.fr/accueil,Sablier,Consent,2026-01-04
51000781,Manon,François,+33179428179,Responsable achats,marie.dupont@agence.fr,40,Atelier Nord,MARKETING_AND_ADVERTISING,France,Bordeaux,,https://www.ateliernord.fr/accueil,Atelier Nord,,2023-04-10
51000782,Sarah,O'Brien,+33666345337,Responsable achats,marie.dupont@agence.fr,5,Verso,FINANCIAL_SERVICES,France,Paris,,https://www.verso.fr/accueil,Verso,Legitimate interest – existing customer,2023-01-10
51000783,Olivier,Nguyen,+33145593766,Directeur,lea.bonnet@agence.fr,120,Dynamo Lab,COMPUTER_SOFTWARE,France,Marseille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2024-10-15
51000784,Amina,Benali,+33146277657,Responsable achats,,500,Brightpath,MARKETING_AND_ADVERTISING,France,Paris,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2025-09-21
51000785,Inès,De la Fontaine,+33202389743,Responsable achats,marie.dupont@agence.fr,40,Sablier,FINANCIAL_SERVICES,France,Marseille,,https://www.sablier.fr/accueil,Sablier,,2021-01-01
51000787,Sarah,Lambert,+33491767993,CTO,,40,Iris Optique,COMPUTER_SOFTWARE,France,Rennes,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2022-09-25
51000791,Thomas,François,+33775188781,Chargé de projet,lea.bonnet@agence.fr,40,Iris Optique,COMPUTER_SOFTWARE,France,Marseille,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2024-06-15
51000792,Amina,Benali,+33191122528,Responsable achats,lea.bonnet@agence.fr,40,Verso,RETAIL,France,Rennes,,https://www.verso.fr/accueil,Verso,,2023-08-28
51000794,Camille,Blanc,+33356057121,Directeur,,500,Brightpath,FINANCIAL_SERVICES,France,Bordeaux,,https://www.brightpath.fr/accueil,Brightpath,,2026-04-09
51000795,Olivier,Perrin,+33386401042,CTO,lea.bonnet@agence.fr,120,Menhir Data,COMPUTER_SOFTWARE,France,Lille,,https://www.menhirdata.fr/accueil,Menhir Data,,2022-11-28
51000798,Nadia,Da Silva,+33119017075,Chargé de projet,lea.bonnet@agence.fr,500,Iris Optique,FINANCIAL_SERVICES,France,Rennes,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2025-11-17
51000803,Élodie,Moreau,+33237746040,Chargé de projet,marie.dupont@agence.fr,120,Roseau Paysage,FINANCIAL_SERVICES,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2022-02-05
51000806,Manon,Marchand,+33513443899,Responsable achats,marie.dupont@agence.fr,5,Lorette & Fils,CONSTRUCTION,France,Rennes,,https://www.lorettefils.fr/accueil,Lorette & Fils,Consent,2026-03-27
51000807,Victor,De la Fontaine,+33432146449,Responsable achats,lea.bonnet@agence.fr,120,Atelier Nord,RETAIL,France,Lille,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2022-08-21
51000809,Lucas,Mercier,+33572333510,CTO,,40,Sablier,FINANCIAL_SERVICES,France,Nantes,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2025-04-24
51000810,Nadia,Da Silva,+33749830748,Responsable achats,marie.dupont@agence.fr,12,Roseau Paysage,RETAIL,France,Marseille,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Legitimate interest – existing customer,2025-02-17
51000811,Nadia,Leroy,+33306557820,Directeur,marie.dupont@agence.fr,12,Atelier Nord,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.ateliernord.fr/accueil,Atelier Nord,Legitimate interest – existing customer,2023-11-22
51000815,Camille,Benali,+33787191203,Directeur,,12,Lorette & Fils,COMPUTER_SOFTWARE,France,Lille,,https://www.lorettefils.fr/accueil,Lorette & Fils,Legitimate interest – existing customer,2023-02-24
51000817,Antoine,Benali,+33618297168,Directeur,,40,Dynamo Lab,CONSTRUCTION,France,Paris,,https://www.dynamolab.fr/accueil,Dynamo Lab,Legitimate interest – existing customer,2023-12-28
51000818,Camille,Duval,+33329113717,CTO,marie.dupont@agence.fr,40,Menhir Data,CONSTRUCTION,France,Nantes,,https://www.menhirdata.fr/accueil,Menhir Data,Consent,2026-02-14
51000819,Olivier,Leroy,+33218299874,Chargé de projet,karim.haddad@agence.fr,40,Iris Optique,FINANCIAL_SERVICES,France,Lille,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2023-03-10
51000820,Claire,Van Damme,+33400900436,CTO,marie.dupont@agence.fr,500,Kaolin,CONSTRUCTION,France,Lille,,https://www.kaolin.fr/accueil,Kaolin,Legitimate interest – existing customer,2026-01-04
51000823,Inès,Leroy,+33604428773,Responsable achats,karim.haddad@agence.fr,5,Sablier,RETAIL,France,Marseille,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2020-03-25
51000825,Rémi,Chevalier,+33764625540,Responsable achats,lea.bonnet@agence.fr,500,Sablier,MARKETING_AND_ADVERTISING,France,Marseille,,https://www.sablier.fr/accueil,Sablier,Legitimate interest – existing customer,2021-04-13
51000827,Julien,Da Silva,+33604333353,CTO,marie.dupont@agence.fr,12,Menhir Data,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.menhirdata.fr/accueil,Menhir Data,Legitimate interest – existing customer,2023-03-20
51000828,Nadia,Petit,+33418093391,Responsable achats,karim.haddad@agence.fr,40,Atelier Nord,MARKETING_AND_ADVERTISING,France,Paris,,https://www.ateliernord.fr/accueil,Atelier Nord,,2021-05-13
51000830,Lucas,Petit,+33503657744,Directeur,marie.dupont@agence.fr,12,Verso,RETAIL,France,Marseille,,https://www.verso.fr/accueil,Verso,Consent,2025-01-11
51000831,Hugo,Moreau,+33511894184,Responsable achats,,5,Menhir Data,FINANCIAL_SERVICES,France,Lyon,,https://www.menhirdata.fr/accueil,Menhir Data,,2025-08-10
51000833,Lucas,Lambert,+33337666081,Directeur,,5,Brightpath,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.brightpath.fr/accueil,Brightpath,Legitimate interest – existing customer,2026-03-23
51000836,Manon,Nguyen,+33278826033,CTO,marie.dupont@agence.fr,5,Roseau Paysage,CONSTRUCTION,France,Nantes,,https://www.roseaupaysage.fr/accueil,Roseau Paysage,Consent,2022-08-15
51000837,Camille,Perrin,+33591449207,CTO,,500,Menhir Data,FINANCIAL_SERVICES,France,Bordeaux,,https://www.menhirdata.fr/accueil,Menhir Data,,2020-10-09
51000838,Paul,Blanc,+33699718428,CTO,karim.haddad@agence.fr,40,Lorette & Fils,FINANCIAL_SERVICES,France,Paris,,https://www.lorettefils.fr/accueil,Lorette & Fils,,2023-02-20
51000841,Camille,Marchand,+33612996508,Responsable achats,lea.bonnet@agence.fr,12,Menhir Data,RETAIL,France,Bordeaux,,https://www.menhirdata.fr/accueil,Menhir Data,,2022-08-07
51000844,Olivier,Van Damme,+33139500168,Directeur,lea.bonnet@agence.fr,40,Verso,FINANCIAL_SERVICES,France,Paris,,https://www.verso.fr/accueil,Verso,Consent,2024-03-13
51000845,Claire,Lambert,+33283976205,Responsable achats,lea.bonnet@agence.fr,120,Kaolin,RETAIL,France,Nantes,,https://www.kaolin.fr/accueil,Kaolin,Consent,2021-11-21
51000846,Rémi,Van Damme,+33266292508,Directeur,,5,Dynamo Lab,MARKETING_AND_ADVERTISING,France,Lille,,https://www.dynamolab.fr/accueil,Dynamo Lab,Consent,2025-10-23
51000847,Paul,François,+33584133373,Directeur,lea.bonnet@agence.fr,12,Iris Optique,CONSTRUCTION,France,Nantes,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2026-03-17
51000850,Lucas,Chevalier,+33434167812,Chargé de projet,karim.haddad@agence.fr,5,Iris Optique,COMPUTER_SOFTWARE,France,Rennes,,https://www.irisoptique.fr/accueil,Iris Optique,Legitimate interest – existing customer,2025-11-14
51000851,Nadia,Fontaine,+33134862985,Chargé de projet,,120,Atelier Nord,MARKETING_AND_ADVERTISING,France,Rennes,,https://www.ateliernord.fr/accueil,Atelier Nord,Consent,2020-06-13
51000852,Thomas,Petit,+33656053970,Chargé de projet,,5,Verso,RETAIL,France,Nantes,,https://www.verso.fr/accueil,Verso,Consent,2024-06-23
